"2015-10-14","10"
"2015-10-15","40"
"2015-10-19","30"
"2015-10-25","60"
"2015-10-27","920"
"2015-10-28","5,200"
"2015-10-29","4,740"
"2015-11-01","2,670"
"2015-11-02","1,800"
"2015-11-03","620"
"2015-11-04","860"
"2015-11-05","890"
"2015-11-08","820"
"2015-11-09","1,260"
"2015-11-10","1,710"
"2015-11-15","40"
"2015-11-16","740"
"2015-11-18","2,180"
"2015-11-19","2,440"
"2015-11-22","980"
"2015-11-23","250"
"2015-11-24","1,000"
"2015-11-25","1,920"
"2015-11-26","1,200"
"2015-11-29","1,530"
"2015-11-30","580"
"2015-12-01","740"
"2015-12-02","20"
"2015-12-03","960"
"2015-12-06","650"
"2015-12-07","420"
"2015-12-08","460"
"2015-12-09","750"
"2015-12-10","480"
"2015-12-13","1,440"
"2015-12-14","1,190"
"2015-12-15","720"
"2015-12-16","1,110"
"2015-12-17","940"
"2015-12-20","1,280"
"2015-12-21","1,790"
"2015-12-22","750"
"2015-12-23","670"
"2015-12-24","940"
"2015-12-27","1,450"
"2015-12-28","910"
"2015-12-29","750"
"2015-12-31","2,330"
"2016-01-03","1,230"
"2016-01-04","1,050"
"2016-01-05","1,690"
"2016-01-06","1,580"
"2016-01-07","1,060"
"2016-01-10","1,690"
"2016-01-11","4,310"
"2016-01-12","4,060"
"2016-01-13","4,650"
"2016-01-14","5,130"
"2016-01-24","900"
"2016-01-25","3,950"
"2016-01-26","1,980"
"2016-01-27","500"
"2016-01-28","665"
"2016-02-01","70"
"2016-02-04","10"
"2016-02-07","80"
"2016-02-08","1,655"
"2016-02-11","440"
"2016-02-14","10"
"2016-02-15","160"
"2016-02-16","80"
"2016-02-18","510"
"2016-02-21","70"
"2016-02-22","160"
"2016-02-23","20"
"2016-02-24","10"
"2016-02-25","30"
"2016-02-28","100"
"2016-02-29","20"
"2016-03-01","1,120"
"2016-03-03","300"
"2016-03-06","90"
"2016-03-10","300"
"2016-03-13","580"
"2016-03-15","500"
"2016-03-16","120"
"2016-03-17","650"
"2016-03-21","1,480"
"2016-03-23","320"
"2016-03-28","10"
"2016-04-03","50"
"2016-04-04","50"
"2016-04-18","50"
"2016-04-19","3,790"
"2016-04-20","510"
"2016-04-21","670"
"2016-04-24","30"
"2016-04-25","330"
"2016-04-26","790"
"2016-04-27","160"
"2016-04-28","130"
"2016-05-03","20"
"2016-05-04","240"
"2016-05-05","840"
"2016-05-08","380"
"2016-05-09","500"
"2016-05-10","1,390"
"2016-05-11","950"
"2016-05-12","50"
"2016-05-15","360"
"2016-05-16","840"
"2016-05-17","1,440"
"2016-05-18","350"
"2016-05-19","750"
"2016-05-22","860"
"2016-05-23","410"
"2016-05-24","250"
"2016-05-25","280"
"2016-05-26","130"
"2016-05-29","220"
"2016-05-30","360"
"2016-05-31","6,320"
"2016-06-01","2,960"
"2016-06-02","510"
"2016-06-05","1,300"
"2016-06-06","280"
"2016-06-07","300"
"2016-06-08","380"
"2016-06-09","120"
"2016-06-12","510"
"2016-06-13","220"
"2016-06-14","8,270"
"2016-06-15","3,290"
"2016-06-16","2,780"
"2016-06-19","8,350"
"2016-06-20","4,950"
"2016-06-21","3,220"
"2016-06-22","3,240"
"2016-06-23","2,720"
"2016-06-26","3,300"
"2016-06-27","770"
"2016-06-28","1,440"
"2016-06-29","800"
"2016-06-30","1,120"
"2016-07-03","3,930"
"2016-07-04","2,620"
"2016-07-05","1,050"
"2016-07-06","1,410"
"2016-07-10","510"
"2016-07-11","390"
"2016-07-12","170"
"2016-07-13","880"
"2016-07-14","635"
"2016-07-17","190"
"2016-07-18","60"
"2016-07-19","310"
"2016-07-20","180"
"2016-07-21","180"
"2016-07-25","290"
"2016-07-26","3,535"
"2016-07-27","380"
"2016-07-28","450"
"2016-07-31","310"
"2016-08-01","160"
"2016-08-02","450"
"2016-08-03","800"
"2016-08-04","60"
"2016-08-07","160"
"2016-08-08","130"
"2016-08-10","1,031"
"2016-08-11","2,410"
"2016-08-14","480"
"2016-08-15","490"
"2016-08-16","1,020"
"2016-08-17","250"
"2016-08-21","60"
"2016-08-22","2,380"
"2016-08-23","440"
"2016-08-24","335"
"2016-08-28","330"
"2016-08-29","110"
"2016-08-30","210"
"2016-08-31","960"
"2016-09-01","580"
"2016-09-04","190"
"2016-09-05","160"
"2016-09-06","640"
"2016-09-07","230"
"2016-09-08","250"
