company,model,rmse,mae,r2,directional_accuracy
CHCL,XGBoost,0.0669557715719691,0.053379107266664505,0.2980538606643677,0.7901639344262295
CHCL,Regularized_LSTM,0.076496088409073,0.06446981430053711,0.09982800483703613,0.7428571428571429
CHCL,Persistence_Baseline,0.08136499993949739,0.06755474209785461,-0.018409132957458496,0.636734693877551
CHCL,GradientBoosting,0.08880732511867888,0.07234900081061861,-0.23488175290476954,0.7049180327868853
