company,model,rmse,mae,r2,directional_accuracy
BARUN,Regularized_LSTM,0.1543866029425309,0.12984445691108704,0.0970773696899414,0.7616822429906542
BARUN,Persistence_Baseline,0.18746104431785215,0.15601079165935516,-0.33123087882995605,0.6495327102803738
BARUN,GradientBoosting,0.23218946206164973,0.19428807896893127,-0.5184876769183748,0.5
BARUN,XGBoost,0.23297019200739022,0.19553162157535553,-0.5287165641784668,0.5427631578947368
